Meadow,Site,MS,Elevation,Species1,Species2,Schoener,DipteraVsPlants
i,6,i6,702.2,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,,x
i,6,i6,702.2,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
i,6,i6,702.2,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAjuga reptans,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionPotentilla erecta,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionRubus sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSedum album,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionVeronica teucrium,ProportionZDensityDipteraTOTAL,,x
i,7,i7,648.5,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionBuphthalmum salicifolium,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionMedicago sativa,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPolygala comosa,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSalvia pratensis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSedum album,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionVeronica spicata,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionVincetoxicum hirundinaria,ProportionZDensityDipteraTOTAL,,x
n,1,n1,1390.3,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionBuphthalmum salicifolium,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionMedicago sativa,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionOnonis spinosa,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionOrchis ustulata,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPolygala comosa,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionRubus sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionVeronica spicata,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionVincetoxicum hirundinaria,ProportionZDensityDipteraTOTAL,,x
n,2,n2,1405.5,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionBuphthalmum salicifolium,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCampanula glomerata,ProportionZDensityDipteraTOTAL,,x
n,3,n3,1407.7,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
