Meadow,Site,MS,Elevation,Species1,Species2,Schoener,OverallVsPlants
i,6,i6,702.2,ProportionSilene dioica,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionSilene nutans,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionStachys officinalis,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionTaraxacum sp#,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionTrifolium badium,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionTrifolium campestre,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionUrtica dioica,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionVerbena officinalis,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionVeronica chamaedris,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionVeronica officinalis,ProportionZInsectDensity,,x
i,6,i6,702.2,ProportionVeronica sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAconitum anthora,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAconitum napellus,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAegopodium podagraria,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAjuga reptans,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAlchemilla sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAllium carinatum,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAnthyllis vulneraria,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionApiaceae sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionArnica montana,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionAtroba belladonna,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionBellis perennis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionBistorta vivipara,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCarduus defloratus,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCarduus nutans,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCarum carvi,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCentaurium sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCephalanthera longifolia,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCerastium sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCichorium intybus,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCoeglossum viride,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionConyza sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCrepis sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCrepis/Hieracium,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionEpilobium sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionEuphorbia cyparissias,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionFragaria sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionGentiana sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionGentiana verna,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionGeranium pusillum,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionGeranium sylvaticum,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionGymnadenia conopsea,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionLamium album,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionLathyrus sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionLigustrum vulgare,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionMalva neglecta,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionMycelis muralis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionMyosotes sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionNeottia ovata,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionOdontites luteus,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionOphrus apifera,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionOphrus insectifera,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionOrchis mascula,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionParnassia palustris,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionPhyteuma orbiculare,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionPlantago major,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionPolygala alpestris,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionPolygala vulgaris,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionPotentilla erecta,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionPrimula veris,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionReseda lutea,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionRhinanthus minor,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionRosa sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionRubus sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionRumex sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSambucus sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSaponaria ocymoides?,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSedum album,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSedum sp# yellow,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSenecio sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSilene dioica,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSilene nutans,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionStachys officinalis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionTaraxacum sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionTrifolium badium,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionTrifolium campestre,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionUrtica dioica,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionValeriana,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionVerbena officinalis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionVeronica chamaedris,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionVeronica officinalis,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionVeronica sp#,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionVeronica teucrium,ProportionZInsectDensity,,x
i,7,i7,648.5,ProportionVicia sepium,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAconitum anthora,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAconitum napellus,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAegopodium podagraria,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAgrimonia eupatoria,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAllium carinatum,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAnthericum ramosum,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionArnica montana,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAsperula cynanchica,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAster amellus,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionAtroba belladonna,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionCarduus nutans,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionCarlina vulgaris,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionCentaurium sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionChenopodium sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionCichorium intybus,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionCoeglossum viride,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionConyza sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionCrepis sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionDianthus sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionEpilobium sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionGentiana sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionGentiana verna,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionGeranium pusillum,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionGeranium sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionGlobularia nudicaulis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionGymnadenia conopsea,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionLamium album,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionLathyrus sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionLigustrum vulgare,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionLotus maritimus,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionMalva neglecta,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionMedicago minima,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionMedicago sativa,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionMycelis muralis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionMyosotes sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionOdontites luteus,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionOphrus apifera,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionOphrus insectifera,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionOrchis mascula,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionOriganum vulgare,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionParnassia palustris,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPastinaca sativa,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPhyteuma orbiculare,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPimpinella sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPlantago major,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPlatanthera chlorantha,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPolygala comosa,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPolygala vulgaris,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPolygonum aviculare,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPrimula veris,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionPulsatilla sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionReseda lutea,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionRhinanthus minor,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionRosa sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionRumex sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSalvia pratensis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSambucus sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSanguisorba minor,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSaponaria ocymoides?,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSedum album,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSedum sp# yellow,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSenecio sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSilene dioica,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSolanum dulgamara,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionStachys officinalis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionStachys recta,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionTaraxacum sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionThesium sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionTrifolium badium,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionTrifolium campestre,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionUrtica dioica,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionValeriana,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionVerbena officinalis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionVeronica officinalis,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionVeronica sp#,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionVeronica spicata,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionVicia sepium,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,,x
n,1,n1,1390.3,ProportionViola sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAconitum anthora,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAconitum napellus,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAgrimonia eupatoria,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAllium carinatum,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAnthericum ramosum,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAnthyllis vulneraria,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionArnica montana,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAster amellus,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionAtroba belladonna,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCarduus nutans,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCarlina vulgaris,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCentaurium sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCephalanthera longifolia,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionChenopodium sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCichorium intybus,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCoeglossum viride,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionConyza sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCrepis sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionDianthus sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionEpilobium sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGalium sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGentiana sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGentiana verna,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGeranium pusillum,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGeranium sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGlobularia nudicaulis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionGymnadenia conopsea,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionLamium album,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionLathyrus sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionLigustrum vulgare,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionLotus maritimus,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionMalva neglecta,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionMedicago minima,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionMedicago sativa,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionMycelis muralis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionOdontites luteus,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionOnobrychis vicifolia,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionOnonis spinosa,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionOphrus apifera,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionOphrus insectifera,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionOrchis mascula,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionOrchis ustulata,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionOriganum vulgare,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionParnassia palustris,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPastinaca sativa,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPimpinella sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPlantago major,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPlanthera bifolia,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPlatanthera chlorantha,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPolygala comosa,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPolygala vulgaris,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPrimula veris,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionPulsatilla sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionRhinanthus minor,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionRosa sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionRubus sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionRumex sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSambucus sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSanguisorba minor,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSaponaria ocymoides?,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSedum sp# yellow,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSenecio sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSisymbrium officinale,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSolanum dulgamara,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSolidago virgaurea,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionSpiranthes spiralis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionStachys officinalis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionStachys recta,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionTeurium montanum,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionThesium sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionTragopodon pratensis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionTrifolium badium,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionTrifolium campestre,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionTrolleis europaeus,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionVaccinium vitis-idaea,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionValeriana,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionVerbena officinalis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionVeronica officinalis,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionVeronica sp#,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionVeronica spicata,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,,x
n,2,n2,1405.5,ProportionViola sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAconitum anthora,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAconitum napellus,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAegopodium podagraria,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAgrimonia eupatoria,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAjuga pyramidalis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAnemone narcissiflora,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAnthericum ramosum,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAnthyllis vulneraria,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionArnica montana,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAster amellus,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAster bellidiastrum,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionAtroba belladonna,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCampanula glomerata,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCapsella bursa-pastoris,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCarduus nutans,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCarlina acaulis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCarlina vulgaris,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCentaurium sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCephalanthera longifolia,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionChenopodium sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCichorium intybus,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCoeglossum viride,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionConvolvulus arvensis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionConyza sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCrepis sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCrepis sp# 2,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionCuscuta europaeae,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionDaucus carota,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionDianthus sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionEpilobium sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionEuphorbia cyparissias,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionGentiana verna,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionGeranium pusillum,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionGeranium sanguineum?,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionGeranium sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionGlobularia cardiflora,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionGlobularia nudicaulis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionGymnadenia conopsea,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionLamium album,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionLathyrus pratensis,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionLathyrus sp#,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionLigustrum vulgare,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionLotus maritimus,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionMaianthemum bifolium,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionMalva neglecta,ProportionZInsectDensity,,x
n,3,n3,1407.7,ProportionMedicago minima,ProportionZInsectDensity,,x
